year,genre,parentalAdvisor,duree,themaScore,imdbRating
1980,Comedy,R,105.0,0.1683816462755203,6.5
1963,Adventure,Approved,93.0,0.2341252416372299,4.9
1954,Drama,Not Rated,110.0,0.1780050098896026,7.6
2009,Documentary,R,79.0,0.1729723513126373,3.0
2005,Romance,R,105.0,0.2283798456192016,5.8
1961,Crime,Not Rated,84.0,0.2284552603960037,6.5
1951,Thriller,Not Rated,98.0,0.1716173887252807,7.1
2005,Drama,Not Rated,85.0,0.4621323943138122,7.0
1982,Crime,R,99.0,0.3381032049655914,4.7
2012,Documentary,Not Rated,88.0,0.0965923070907592,4.3
1944,Thriller,Approved,101.0,0.1019548028707504,6.5
2012,Drama,R,88.0,0.1107470095157623,3.0
2009,Drama,Not Rated,83.0,0.2768047451972961,7.1
2016,Drama,Not Rated,85.0,0.2483410537242889,3.7
2009,Romance,Not Rated,106.0,0.2796511650085449,6.9
2009,Comedy,Not Rated,140.0,0.243649274110794,5.0
2005,Thriller,Not Rated,97.0,0.1957752853631973,6.3
1993,Thriller,R,90.0,0.2912283539772033,5.9
1973,Thriller,PG,98.0,0.1767644584178924,6.3
2012,Comedy,R,80.0,0.1121447756886482,5.6
1952,Comedy,Approved,88.0,0.1225247383117675,7.1
1999,Drama,R,104.0,0.0898163393139839,6.0
1951,Comedy,Not Rated,89.0,0.1565629690885543,6.9
2006,Drama,R,117.0,0.1688010990619659,5.7
2012,Thriller,Not Rated,100.0,0.3760597705841064,6.1
1979,Horror,R,85.0,0.2523758709430694,4.3
1991,Romance,PG,96.0,0.1658739745616912,5.8
2014,Drama,Not Rated,109.0,0.2093762159347534,6.8
2006,Documentary,PG-13,95.0,0.4242392778396606,3.7
1999,Drama,R,110.0,0.1494983434677124,6.1
1956,Romance,Approved,121.0,0.2551374137401581,6.9
1952,Adventure,Approved,91.0,0.2258905172348022,7.3
1956,Adventure,Approved,90.0,0.1506502032279968,5.6
2003,Drama,Not Rated,93.0,0.1482326686382293,4.9
2013,Comedy,R,99.0,0.135988563299179,6.0
2008,Horror,R,95.0,0.1929466426372528,3.2
1974,Crime,PG,95.0,0.3069716691970825,5.9
1991,Drama,R,90.0,0.3080091476440429,6.4
1989,Drama,R,91.0,0.172889769077301,3.7
2011,Documentary,Not Rated,85.0,0.3354845643043518,5.9
1982,Drama,R,90.0,0.1330646574497223,7.0
2005,Drama,R,106.0,0.0614399425685405,5.8
1995,Horror,R,91.0,0.2435941398143768,6.3
1980,Comedy,PG,103.0,0.3748722970485687,4.7
1980,Documentary,R,90.0,0.1785831451416015,5.4
2015,Horror,PG,99.0,0.1993546485900879,6.6
1997,Drama,PG-13,91.0,0.1023948192596435,4.6
2001,Romance,R,98.0,0.3705249428749084,6.2
2005,Crime,Not Rated,101.0,0.1222424358129501,6.0
2005,Drama,Not Rated,47.0,0.2256401479244232,7.1
1959,Crime,Not Rated,85.0,0.3770912885665893,6.9
2015,Thriller,Not Rated,89.0,0.3525475561618805,6.4
1968,Romance,R,103.0,0.2482378184795379,6.4
2005,Crime,R,96.0,0.2790764570236206,2.5
1938,Crime,Approved,72.0,0.1576676666736602,6.1
1996,Drama,PG,90.0,0.1846865862607956,4.7
1986,Thriller,Not Rated,87.0,0.1556504517793655,3.5
2010,Thriller,PG-13,101.0,0.1556504517793655,5.5
2013,Drama,PG-13,105.0,0.1075901389122009,5.3
1999,Comedy,R,94.0,0.1464237421751022,5.4
1983,Drama,PG,91.0,0.1580162495374679,6.0
2012,Documentary,R,92.0,0.1494824290275573,3.4
2008,Documentary,PG-13,133.0,0.2868791222572326,6.6
1987,Comedy,R,93.0,0.4223991930484772,4.8
1957,Drama,Approved,83.0,0.081718161702156,5.2
2009,Crime,Not Rated,87.0,0.2878665030002594,5.5
1987,Crime,R,90.0,0.4031264781951904,6.2
2004,Crime,R,108.0,0.2269821166992187,4.8
1979,Romance,R,122.0,0.3162386417388916,6.1
2006,Comedy,R,92.0,0.2570672035217285,6.6
1945,Drama,Approved,78.0,0.3605959415435791,6.5
1994,Horror,R,107.0,0.1865663230419159,7.2
2009,Documentary,R,87.0,0.2972462177276611,4.3
1972,Crime,PG,89.0,0.2562031149864197,5.9
1956,Adventure,Approved,99.0,0.2582698166370392,7.0
1968,Crime,PG,92.0,0.3289796710014343,6.2
2014,Comedy,PG-13,96.0,0.2641534209251404,7.1
1962,Crime,Not Rated,65.0,0.361366331577301,6.7
1999,Comedy,Not Rated,97.0,0.3039429783821106,6.3
1965,Drama,Not Rated,71.0,0.1477750390768051,4.7
2013,Drama,PG,89.0,0.0785437822341919,5.9
2013,Adventure,Not Rated,98.0,0.3532638251781463,7.1
2016,Comedy,Not Rated,86.0,0.2593038380146026,5.4
2006,Romance,Not Rated,128.0,0.4385244846343994,5.0
2006,Adventure,Not Rated,71.0,0.3064999580383301,5.0
2001,Thriller,R,100.0,0.1267332434654235,6.3
2005,Thriller,R,80.0,0.3353509902954101,4.9
2013,Documentary,Not Rated,94.0,0.1777415722608566,4.7
2006,Drama,R,90.0,0.1568159759044647,4.1
2006,Comedy,PG-13,90.0,0.1703101247549057,4.7
2009,Romance,PG-13,102.0,0.2523581385612488,6.5
1998,Romance,Not Rated,86.0,0.5286746025085449,2.6
1996,Drama,R,120.0,0.1958760172128677,5.4
1948,Drama,Approved,75.0,0.2115193903446197,6.6
1960,Romance,Not Rated,126.0,0.245882511138916,6.9
1983,Drama,R,103.0,0.2566356956958771,5.8
2011,Crime,Not Rated,82.0,0.2703825235366821,5.3
1944,Drama,Approved,100.0,0.1826305389404297,6.0
1971,Comedy,PG,95.0,0.1715023666620254,5.7
1971,Drama,R,128.0,0.1309442520141601,6.7
1989,Drama,Not Rated,95.0,0.1797176301479339,7.4
1937,Adventure,Approved,104.0,0.1535610854625702,7.2
2009,Crime,Not Rated,114.0,0.2694942951202392,6.6
2015,Crime,R,90.0,0.1296624988317489,5.3
1995,Adventure,R,100.0,0.1760706454515457,6.5
2012,Drama,Not Rated,110.0,0.4264838099479675,6.1
1972,Comedy,Not Rated,82.0,0.2732234597206116,4.0
1966,Comedy,PG,114.0,0.2060188949108123,7.0
1983,Comedy,PG,89.0,0.2801125049591064,5.8
1948,Drama,Approved,120.0,0.215974673628807,6.6
2012,Documentary,PG-13,108.0,0.095765009522438,5.8
2009,Thriller,Not Rated,94.0,0.1828386485576629,4.4
1979,Horror,PG,92.0,0.1779631376266479,3.5
1956,Romance,Approved,98.0,0.1479804664850235,6.0
2008,Drama,PG,88.0,0.1736363023519516,6.4
2013,Romance,Not Rated,65.0,0.2880216240882873,3.4
1996,Crime,R,99.0,0.2815276980400085,6.6
1991,Romance,PG-13,97.0,0.4599243700504303,6.6
2009,Documentary,R,147.0,0.4068603217601776,4.8
1939,Drama,Approved,92.0,0.2915642261505127,7.3
1977,Romance,PG,124.0,0.1218924447894096,5.8
1976,Crime,R,88.0,0.2021177113056183,4.7
2005,Documentary,Not Rated,94.0,0.2226067185401916,6.1
1988,Documentary,Not Rated,120.0,0.3009361326694488,7.8
1995,Drama,Not Rated,45.0,0.1881688237190246,5.4
1987,Drama,R,92.0,0.1233157962560653,5.2
1974,Horror,PG,95.0,0.2552285492420196,4.3
1965,Romance,Not Rated,120.0,0.1775509715080261,8.4
1981,Comedy,PG,92.0,0.3400900959968567,5.6
2009,Documentary,Not Rated,99.0,0.3468565344810486,7.0
2001,Drama,R,86.0,0.1657349020242691,5.5
2016,Drama,Not Rated,109.0,0.3080091476440429,7.6
2009,Drama,PG-13,100.0,0.2030767798423767,4.6
1934,Drama,Not Rated,72.0,0.1601787805557251,6.4
2006,Comedy,Not Rated,110.0,0.1729820370674133,7.2
2011,Documentary,Not Rated,76.0,0.4332156479358673,3.4
2014,Crime,Not Rated,90.0,0.338127851486206,5.5
1995,Drama,R,99.0,0.3100031018257141,6.4
2014,Comedy,Not Rated,86.0,0.2478401362895965,6.2
1998,Drama,R,108.0,0.247240662574768,7.5
1965,Romance,Not Rated,140.0,0.1535601317882537,7.8
1995,Drama,PG-13,101.0,0.2053890526294708,6.6
1997,Romance,R,105.0,0.2248819768428802,2.9
1956,Comedy,Not Rated,103.0,0.0895286574959755,5.9
2016,Horror,R,90.0,0.2567600011825561,4.8
1993,Crime,R,140.0,0.2124161422252655,6.8
1983,Drama,R,96.0,0.1227663308382034,3.7
1999,Drama,Not Rated,98.0,0.3080091476440429,6.0
2011,Documentary,Not Rated,98.0,0.3137903213500976,5.3
2015,Drama,R,101.0,0.2560309767723083,5.4
1993,Romance,R,98.0,0.1338392049074173,7.1
2016,Romance,Not Rated,82.0,0.2963062524795532,3.8
1988,Drama,PG-13,105.0,0.0931874439120292,7.3
2007,Documentary,R,98.0,0.3291222155094147,6.2
1993,Documentary,Not Rated,114.0,0.1214949339628219,7.7
1954,Drama,Approved,94.0,0.1274343729019165,6.9
2002,Romance,R,92.0,0.2721245288848877,7.3
1959,Comedy,Approved,95.0,0.1473928838968277,6.2
2012,Adventure,R,96.0,0.2994934618473053,6.2
2003,Thriller,R,113.0,0.1078859567642211,6.8
2004,Horror,R,84.0,0.3833549916744232,3.6
2013,Comedy,Not Rated,76.0,0.1244107782840728,3.9
2002,Drama,PG-13,103.0,0.2745163738727569,4.6
1986,Comedy,R,87.0,0.3039429783821106,6.2
2007,Drama,Not Rated,103.0,0.253221720457077,4.8
1995,Drama,R,96.0,0.2315138727426529,8.3
1993,Comedy,R,80.0,0.0873823463916778,5.0
2013,Drama,Not Rated,99.0,0.2209698557853698,7.1
2014,Comedy,Not Rated,82.0,0.084975741803646,4.5
2012,Documentary,Not Rated,131.0,0.2226067185401916,6.2
2009,Documentary,R,93.0,0.2868791222572326,3.8
1992,Comedy,PG-13,102.0,0.3039429783821106,5.9
2011,Horror,Not Rated,120.0,0.2208699882030487,7.2
2007,Documentary,Not Rated,84.0,0.4112427234649658,7.7
1995,Drama,R,90.0,0.1596965789794922,3.7
2010,Comedy,Not Rated,88.0,0.243649274110794,4.6
1976,Crime,R,87.0,0.3925109207630157,5.3
1997,Romance,R,119.0,0.1928350329399109,6.0
2005,Drama,R,98.0,0.1071326732635498,5.1
1991,Documentary,R,94.0,0.2731553912162781,7.4
2006,Drama,PG-13,86.0,0.1085103079676628,5.3
1992,Crime,PG-13,90.0,0.3367179632186889,5.0
1978,Drama,R,110.0,0.0996864885091781,6.5
1960,Drama,Not Rated,126.0,0.19597789645195,7.9
2007,Documentary,Not Rated,97.0,0.2618356943130493,2.9
2004,Drama,PG,89.0,0.2456655651330948,5.3
2015,Thriller,Not Rated,81.0,0.3015956878662109,4.2
2006,Documentary,Not Rated,100.0,0.365307867527008,8.0
1988,Documentary,R,85.0,0.3781957328319549,4.7
2007,Drama,PG,104.0,0.2800219058990478,7.5
1962,Crime,Not Rated,105.0,0.2818868458271026,6.7
2002,Documentary,Not Rated,91.0,0.4486813843250274,6.4
1994,Comedy,R,76.0,0.0295835211873054,4.5
1941,Drama,Approved,116.0,0.1401403993368148,7.9
1970,Crime,Not Rated,80.0,0.305557370185852,6.2
1980,Romance,Not Rated,86.0,0.3090371489524841,7.2
2014,Horror,Not Rated,75.0,0.2412328571081161,1.6
2006,Drama,Not Rated,130.0,0.2150605767965316,3.4
2000,Comedy,R,102.0,0.3039429783821106,3.7
2002,Thriller,R,89.0,0.2882916629314422,3.9
1969,Thriller,R,108.0,0.2538565397262573,6.8
2013,Comedy,PG-13,112.0,0.1125958710908889,6.3
1993,Comedy,Not Rated,97.0,0.4528036117553711,5.7
2008,Horror,Not Rated,91.0,0.3100492060184479,5.5
1977,Crime,R,95.0,0.2575778067111969,4.9
2004,Documentary,Not Rated,81.0,0.1796612590551376,7.3
1988,Drama,R,93.0,0.1755081713199615,3.8
1993,Crime,R,108.0,0.3207029104232788,6.4
1974,Comedy,R,80.0,0.3319183886051178,4.5
1984,Drama,R,93.0,0.1042558625340461,3.7
1995,Romance,R,99.0,0.1976577937602996,7.2
1975,Drama,PG,95.0,0.1920239031314849,6.8
1988,Thriller,PG-13,83.0,0.2153179347515106,2.6
2002,Documentary,R,99.0,0.1526220589876175,6.8
2005,Crime,R,98.0,0.13033127784729,5.4
1956,Crime,Not Rated,96.0,0.4861222505569458,7.0
1972,Crime,PG,111.0,0.2582030892372131,5.8
2009,Comedy,Not Rated,145.0,0.1926759928464889,3.2
1960,Drama,Not Rated,132.0,0.2158359289169311,6.6
2016,Drama,R,110.0,0.1482326686382293,6.5
2014,Drama,Not Rated,104.0,0.0986843556165695,7.6
2010,Thriller,Not Rated,92.0,0.31154265999794,7.3
2007,Adventure,PG-13,94.0,0.1157138645648956,3.7
2016,Crime,Not Rated,119.0,0.319564938545227,6.8
2011,Comedy,Not Rated,116.0,0.1273455023765564,7.3
1958,Romance,Approved,103.0,0.3578516244888305,6.9
1992,Documentary,Not Rated,103.0,0.3713160157203674,7.6
1938,Drama,Approved,63.0,0.2624488770961761,6.5
1958,Adventure,Approved,65.0,0.2193330824375152,3.5
1965,Romance,Approved,109.0,0.181223839521408,5.7
1938,Comedy,Approved,75.0,0.1637031733989715,6.5
1938,Comedy,Approved,75.0,0.2254767119884491,6.6
1950,Crime,Approved,91.0,0.4106889963150024,7.2
1970,Adventure,PG-13,125.0,0.2902796268463135,7.0
1960,Crime,Not Rated,101.0,0.2332517802715301,6.8
2014,Drama,Not Rated,126.0,0.0623770616948604,7.3
2013,Horror,Not Rated,146.0,0.1936382949352264,4.9
2004,Adventure,Not Rated,128.0,0.1874382644891739,6.0
1998,Romance,R,83.0,0.2283798456192016,4.0
1989,Romance,R,95.0,0.1653980463743209,4.9
1999,Comedy,R,88.0,0.4294127821922302,6.1
1971,Crime,PG-13,96.0,0.32223841547966,4.9
2012,Drama,Not Rated,94.0,0.1639862209558487,5.7
1978,Drama,Not Rated,143.0,0.2201252728700637,8.3
2013,Documentary,Not Rated,103.0,0.2226067185401916,5.1
1948,Drama,Not Rated,104.0,0.1979737877845764,6.3
2006,Comedy,Not Rated,97.0,0.4030911922454834,5.5
1989,Drama,PG,100.0,0.1557722389698028,6.1
2008,Crime,Not Rated,86.0,0.3164178729057312,6.1
1979,Drama,PG,102.0,0.100480630993843,3.0
2007,Horror,Not Rated,80.0,0.2448174357414245,6.8
2007,Drama,R,87.0,0.3080091476440429,6.1
1991,Comedy,PG-13,80.0,0.1843183636665344,6.8
1952,Comedy,Approved,86.0,0.13768270611763,6.2
2015,Drama,Not Rated,92.0,0.0916035622358322,4.2
2011,Documentary,PG,93.0,0.1689237654209137,3.5
2014,Comedy,Not Rated,98.0,0.1554269790649414,7.6
1974,Romance,R,98.0,0.1540853530168533,5.5
2006,Drama,R,87.0,0.3080091476440429,5.2
1990,Drama,R,115.0,0.3080091476440429,5.7
2003,Thriller,Not Rated,85.0,0.1595942974090576,5.6
1974,Horror,PG,89.0,0.1950893849134445,3.8
1948,Crime,Approved,66.0,0.3096275925636291,6.6
2002,Drama,PG-13,92.0,0.2447365671396255,7.1
2005,Drama,Not Rated,76.0,0.3677616119384765,7.2
1984,Adventure,R,93.0,0.1729596853256225,6.4
2010,Drama,R,87.0,0.0529480651021003,3.2
2011,Comedy,Not Rated,111.0,0.1097908765077591,6.9
1992,Crime,R,91.0,0.1760402619838714,4.1
2008,Adventure,Not Rated,100.0,0.2703363001346588,4.8
2015,Drama,Not Rated,96.0,0.1210233569145202,7.6
2006,Documentary,PG-13,95.0,0.0707675740122795,6.0
2007,Drama,PG,104.0,0.172384038567543,6.1
2010,Documentary,Not Rated,93.0,0.2868791222572326,5.8
1990,Comedy,R,71.0,0.1763971745967865,8.1
2011,Thriller,Not Rated,125.0,0.2589436173439026,5.0
2011,Documentary,Not Rated,86.0,0.2497803568840026,4.2
2007,Adventure,PG-13,95.0,0.3424133360385895,4.0
2003,Comedy,R,87.0,0.2266412675380706,6.2
1982,Drama,PG,110.0,0.2555922567844391,6.1
2011,Romance,Not Rated,89.0,0.2226368486881256,6.7
2010,Comedy,Not Rated,90.0,0.1998734176158905,6.9
1973,Crime,R,86.0,0.3286273181438446,5.3
1969,Romance,R,106.0,0.2167804837226867,5.8
1993,Romance,R,93.0,0.3177886009216308,3.8
2010,Drama,Not Rated,60.0,0.2228447794914245,8.3
2012,Documentary,Not Rated,90.0,0.2868791222572326,6.2
2011,Adventure,Not Rated,90.0,0.1257196068763733,5.2
2000,Horror,R,90.0,0.2542073130607605,4.9
1940,Comedy,Approved,82.0,0.2661911845207214,6.2
2013,Documentary,PG,85.0,0.0634108856320381,5.8
2011,Drama,PG,88.0,0.1138110607862472,7.6
2007,Comedy,Not Rated,88.0,0.1184746772050857,3.5
1966,Drama,Not Rated,82.0,0.1848812103271484,7.2
2012,Horror,Approved,96.0,0.2448174357414245,3.1
1983,Adventure,R,91.0,0.2412047982215881,3.0
2014,Drama,PG,99.0,0.1790861189365387,5.3
1997,Drama,R,85.0,0.2726178169250488,5.2
1991,Drama,PG,94.0,0.2197529077529907,5.2
2011,Drama,R,98.0,0.1246180683374404,7.0
1972,Crime,R,81.0,0.3590864837169647,4.0
1986,Documentary,PG,105.0,0.2778286933898926,6.6
1993,Thriller,Not Rated,104.0,0.1127856075763702,7.3
1981,Romance,PG,106.0,0.3664686679840088,7.5
2016,Comedy,Not Rated,99.0,0.3423226773738861,4.1
1996,Comedy,Not Rated,149.0,0.1452820897102356,7.7
1941,Crime,Approved,66.0,0.1290728449821472,5.7
2002,Adventure,R,87.0,0.3235314190387726,4.4
2006,Horror,Not Rated,89.0,0.3833549916744232,4.5
2016,Thriller,Not Rated,90.0,0.4744378328323364,7.1
1983,Documentary,Not Rated,115.0,0.2226067185401916,7.1
1931,Crime,Approved,56.0,0.3415558934211731,6.8
1996,Comedy,Not Rated,80.0,0.2573158144950866,6.1
2004,Documentary,Not Rated,88.0,0.2732332348823547,7.5
1992,Drama,R,95.0,0.2012843787670135,5.8
1993,Documentary,PG-13,85.0,0.2226067185401916,5.4
1974,Crime,PG,94.0,0.1509805768728256,6.3
2000,Documentary,R,104.0,0.5140372514724731,5.7
2008,Drama,Not Rated,105.0,0.2481272667646408,6.8
2002,Drama,Not Rated,117.0,0.3511909246444702,6.4
2007,Romance,R,103.0,0.3066843450069427,6.8
1956,Crime,PG,98.0,0.2352465540170669,7.6
1963,Horror,Not Rated,88.0,0.1272305697202682,5.6
2010,Romance,Not Rated,121.0,0.3168312907218933,6.4
1967,Drama,Not Rated,105.0,0.0859318226575851,6.8
1964,Drama,Not Rated,68.0,0.151650846004486,7.1
1978,Romance,PG,114.0,0.1873214840888977,6.8
2002,Romance,R,90.0,0.3996816873550415,5.9
1957,Crime,Approved,95.0,0.3398591876029968,6.8
1981,Romance,Not Rated,95.0,0.167174682021141,6.4
1978,Horror,R,85.0,0.1973194330930709,6.1
2002,Documentary,R,98.0,0.2226067185401916,5.4
1978,Comedy,PG,103.0,0.210599273443222,6.2
1970,Drama,PG-13,104.0,0.1389744132757187,6.0
2010,Comedy,PG-13,96.0,0.1184455156326294,5.5
2016,Horror,R,111.0,0.1505529880523681,6.6
1987,Horror,Not Rated,88.0,0.2161778807640075,4.5
2005,Horror,R,103.0,0.2734361886978149,5.4
1994,Horror,R,92.0,0.115827277302742,4.8
2014,Horror,Not Rated,85.0,0.0825145840644836,4.9
1955,Adventure,Approved,84.0,0.1127571463584899,6.0
1989,Comedy,PG,90.0,0.2023943662643432,5.3
2015,Drama,Not Rated,88.0,0.231491357088089,4.1
2003,Thriller,Not Rated,103.0,0.2756344974040985,4.8
2007,Comedy,R,102.0,0.2161793410778045,6.6
1994,Drama,R,98.0,0.2104017436504364,5.9
1966,Drama,Not Rated,98.0,0.1530386507511139,8.0
2012,Comedy,Not Rated,109.0,0.243649274110794,5.1
2015,Documentary,R,83.0,0.2226067185401916,6.1
2000,Drama,R,92.0,0.3080091476440429,5.2
2011,Documentary,PG,80.0,0.5443395376205444,4.3
1999,Romance,PG-13,121.0,0.2371171712875366,6.0
2007,Thriller,PG,98.0,0.1928377598524093,6.7
1984,Drama,Not Rated,140.0,0.1982995867729187,7.5
2006,Documentary,Not Rated,52.0,0.2868791222572326,7.4
1947,Comedy,Approved,115.0,0.0331391990184783,6.7
1943,Crime,Approved,68.0,0.3858940601348877,6.3
2006,Drama,Not Rated,89.0,0.318259060382843,6.6
2008,Thriller,PG,102.0,0.4746182262897491,7.4
1972,Drama,PG,102.0,0.271539956331253,6.0
1997,Documentary,Not Rated,60.0,0.316037654876709,6.0
2009,Adventure,PG-13,88.0,0.3173387050628662,5.2
1974,Crime,R,92.0,0.3945105075836181,6.5
1994,Documentary,PG-13,93.0,0.2868791222572326,5.1
1991,Documentary,R,86.0,0.2868791222572326,4.7
1994,Comedy,R,86.0,0.243649274110794,5.2
2002,Documentary,R,115.0,0.2868791222572326,6.3
1970,Drama,PG-13,94.0,0.1743797361850738,7.5
1997,Adventure,PG-13,106.0,0.1991520524024963,5.2
2013,Documentary,Not Rated,94.0,0.1156941503286361,5.0
2012,Drama,Not Rated,140.0,0.2001960128545761,5.3
2015,Adventure,Not Rated,120.0,0.0545574128627777,7.3
2013,Drama,Not Rated,116.0,0.2131709903478622,6.9
1979,Comedy,PG,90.0,0.1366720199584961,4.1
1980,Comedy,R,102.0,0.3110013604164123,6.3
2000,Comedy,R,94.0,0.2820145487785339,4.0
2005,Crime,Not Rated,108.0,0.3816278278827667,7.2
1984,Crime,R,78.0,0.3997713327407837,4.0
1997,Drama,R,124.0,0.1570826470851898,6.1
2013,Drama,Not Rated,83.0,0.3080091476440429,7.7
1987,Drama,R,107.0,0.0537624023854732,4.0
2011,Documentary,Not Rated,80.0,0.2172081917524337,7.4
1989,Thriller,R,92.0,0.2080001980066299,5.5
1953,Comedy,Approved,92.0,0.1081581935286521,6.2
2002,Adventure,PG-13,118.0,0.1469672620296478,6.3
2004,Drama,R,90.0,0.3080091476440429,3.3
2016,Drama,PG-13,95.0,0.3080091476440429,5.6
1999,Documentary,PG,100.0,0.4124262928962707,6.2
1994,Drama,PG,89.0,0.2470790743827819,5.0
1989,Comedy,PG-13,111.0,0.154518187046051,6.5
1987,Horror,R,97.0,0.2243649661540985,5.5
1980,Crime,R,104.0,0.4555319845676422,7.3
1993,Documentary,Not Rated,120.0,0.3884127736091614,7.9
2008,Drama,Not Rated,91.0,0.2804054915904999,7.4
2002,Comedy,Not Rated,92.0,0.1466807276010513,5.7
1981,Documentary,PG,78.0,0.2868791222572326,8.3
1979,Drama,PG,99.0,0.2193889617919922,5.7
2007,Romance,Not Rated,138.0,0.2665916979312897,4.6
2003,Thriller,PG-13,105.0,0.2009227871894836,4.4
1976,Crime,PG,94.0,0.2523268759250641,4.9
1995,Crime,Not Rated,90.0,0.2697392404079437,6.1
2000,Thriller,R,102.0,0.1828803569078445,4.9
2005,Drama,PG,90.0,0.0896309614181518,6.0
1961,Crime,Not Rated,99.0,0.3334636688232422,7.3
1953,Adventure,Approved,88.0,0.2544823586940765,5.6
1998,Drama,R,72.0,0.2053310722112655,3.9
2014,Drama,Not Rated,94.0,0.3080091476440429,5.7
2010,Drama,Not Rated,120.0,0.1482326686382293,7.0
1966,Drama,Not Rated,92.0,0.2534213960170746,6.5
1969,Drama,R,102.0,0.2139825373888015,5.4
1988,Drama,R,104.0,0.1001129075884819,5.0
2009,Documentary,R,105.0,0.2226067185401916,5.3
1995,Documentary,R,90.0,0.4836964905261993,4.2
1956,Drama,Approved,98.0,0.2490178048610687,6.6
2016,Romance,Not Rated,126.0,0.2293550074100494,6.4
1989,Comedy,R,90.0,0.2367754578590393,2.1
1960,Adventure,Approved,80.0,0.1794088184833526,5.7
2010,Drama,PG,89.0,0.1482326686382293,6.0
1946,Comedy,Approved,107.0,0.2059335708618164,6.5
1973,Drama,R,100.0,0.0432043373584747,6.9
2005,Documentary,R,95.0,0.2868791222572326,2.8
2011,Drama,PG,93.0,0.1057770103216171,4.7
1961,Drama,Approved,103.0,0.2006466537714004,5.4
1998,Documentary,Not Rated,111.0,0.2868791222572326,6.6
1994,Documentary,R,107.0,0.3222265243530273,5.4
1987,Crime,Not Rated,105.0,0.2703997492790222,7.2
1998,Romance,R,100.0,0.3402709364891052,6.3
1947,Drama,Approved,104.0,0.2567036747932434,7.0
1971,Drama,PG,110.0,0.1972842514514923,7.0
1993,Romance,Not Rated,105.0,0.2855214476585388,7.6
2008,Drama,PG-13,105.0,0.2014868855476379,7.5
2011,Drama,PG,73.0,0.3080091476440429,6.9
2000,Horror,R,91.0,0.2241488993167877,4.0
2012,Documentary,PG,84.0,0.3643650412559509,1.9
2010,Documentary,Not Rated,92.0,0.2868791222572326,4.8
1969,Comedy,R,84.0,0.1063205599784851,6.8
1989,Adventure,R,93.0,0.2434166520833969,5.4
2010,Thriller,R,109.0,0.0736958682537078,4.0
1988,Drama,PG,99.0,0.1801097989082336,6.5
1959,Comedy,Approved,93.0,0.0772228389978408,5.9
2010,Documentary,Not Rated,93.0,0.2868791222572326,7.3
2000,Drama,R,98.0,0.2498395442962646,5.1
2013,Crime,Not Rated,87.0,0.2675548493862152,2.2
1997,Drama,R,118.0,0.3080091476440429,6.9
2008,Drama,R,105.0,0.1645105630159378,7.1
2016,Romance,PG-13,93.0,0.1259333044290542,4.9
1956,Crime,Approved,79.0,0.3981565833091736,6.2
2012,Thriller,Not Rated,96.0,0.1677666306495666,3.7
1940,Crime,Approved,87.0,0.2464645206928253,6.2
2001,Documentary,R,89.0,0.4843518733978271,5.9
1983,Adventure,R,86.0,0.0783145353198051,7.1
1947,Romance,Approved,103.0,0.1666272282600402,6.4
2011,Drama,R,96.0,0.1344795227050781,5.8
1993,Documentary,PG,91.0,0.3514682650566101,5.6
1973,Crime,Not Rated,91.0,0.3722518384456634,4.6
1974,Horror,PG,93.0,0.1656064391136169,2.7
2002,Documentary,PG,132.0,0.2869788110256195,7.1
2006,Documentary,R,92.0,0.2226067185401916,5.5
1979,Drama,R,108.0,0.2265645414590835,5.2
2005,Thriller,Not Rated,93.0,0.1394044458866119,5.7
1989,Thriller,R,93.0,0.325734943151474,4.9
2016,Adventure,R,110.0,0.2304159104824066,7.7
2001,Documentary,PG-13,105.0,0.3657554984092712,4.8
1966,Drama,Not Rated,120.0,0.2368150502443313,7.2
2002,Adventure,R,89.0,0.21246899664402,5.3
1951,Comedy,Approved,93.0,0.3026379644870758,6.5
1998,Drama,PG-13,117.0,0.1920035779476165,7.2
1997,Romance,R,92.0,0.2290507555007934,5.0
1950,Drama,Not Rated,106.0,0.2753392457962036,6.3
2013,Adventure,Not Rated,95.0,0.2432920336723327,5.6
2009,Comedy,R,93.0,0.3734917640686035,4.8
1991,Drama,R,99.0,0.1879646778106689,7.1
2011,Documentary,Not Rated,82.0,0.3535375595092773,7.2
1983,Romance,R,85.0,0.0466557070612907,7.5
2016,Documentary,Not Rated,130.0,0.2226067185401916,7.6
1980,Drama,Not Rated,90.0,0.206245869398117,4.7
1988,Romance,R,94.0,0.2522104978561401,4.9
2015,Romance,Not Rated,110.0,0.2210611402988433,6.8
2011,Documentary,Not Rated,108.0,0.3099703192710876,2.4
1955,Adventure,Approved,93.0,0.045921966433525,6.9
1957,Drama,Approved,105.0,0.225984513759613,7.1
2001,Comedy,Not Rated,98.0,0.1989957988262176,6.5
2005,Drama,Not Rated,107.0,0.2433079183101654,6.0
1973,Crime,PG,99.0,0.3281746506690979,6.7
1950,Crime,Approved,83.0,0.3371334075927734,7.1
2007,Comedy,Not Rated,138.0,0.2787862420082092,3.6
1967,Thriller,Not Rated,96.0,0.2650611400604248,5.0
2006,Crime,R,89.0,0.2212377488613128,3.7
2015,Drama,Not Rated,82.0,0.2839801609516144,3.8
1998,Drama,R,90.0,0.3080091476440429,3.1
1988,Drama,R,89.0,0.1231393814086914,4.7
2013,Comedy,Not Rated,86.0,0.4303255677223205,7.1
