year,genre,parentalAdvisor,duree,themaScore,imdbRating
1960,Drama,Approved,146.0,0.1513043493032455,7.7
1991,Comedy,R,103.0,0.1532855927944183,5.8
1997,Documentary,Not Rated,94.0,0.2868791222572326,5.8
1975,Thriller,R,100.0,0.2889955043792724,5.2
1980,Thriller,R,94.0,0.326579600572586,4.1
2001,Horror,R,91.0,0.2254314422607422,4.9
1987,Documentary,Not Rated,46.0,0.0946556851267814,6.4
2014,Horror,Not Rated,98.0,0.2148284912109375,7.0
2005,Comedy,R,100.0,0.243649274110794,6.3
1979,Romance,R,122.0,0.2903464734554291,5.6
1996,Thriller,R,125.0,0.2297182828187942,5.4
2004,Thriller,PG-13,109.0,0.2347232103347778,5.5
1938,Romance,Not Rated,91.0,0.208236426115036,7.7
2008,Comedy,Not Rated,84.0,0.1641275435686111,5.9
1987,Crime,R,91.0,0.4072701334953308,4.5
1966,Adventure,Not Rated,92.0,0.1788984537124633,5.6
1998,Romance,R,116.0,0.2795511484146118,6.3
1995,Documentary,PG,99.0,0.2710487842559814,6.6
2008,Crime,Not Rated,60.0,0.2037167400121688,8.3
1984,Romance,PG-13,118.0,0.2066389918327331,6.0
1948,Horror,Approved,64.0,0.180529847741127,4.9
2000,Comedy,Not Rated,130.0,0.1696362048387527,4.7
1936,Comedy,Approved,86.0,0.211253672838211,6.7
2011,Drama,Not Rated,96.0,0.1090466529130935,7.0
1996,Comedy,R,110.0,0.4756242930889129,6.6
2007,Horror,PG-13,102.0,0.3833549916744232,6.5
1934,Comedy,Approved,74.0,0.1747546195983886,6.7
1979,Romance,PG,120.0,0.2132624238729477,4.2
2009,Romance,PG-13,108.0,0.1154397577047348,6.6
2005,Documentary,R,96.0,0.0685484111309051,6.2
1983,Romance,R,88.0,0.294888436794281,4.1
2003,Comedy,R,90.0,0.1559998095035553,4.6
2010,Documentary,R,81.0,0.3070506751537323,4.8
1967,Drama,Approved,103.0,0.3232221007347107,5.8
2006,Drama,PG,89.0,0.2888805866241455,7.9
1957,Romance,Not Rated,97.0,0.2717589139938354,7.8
1978,Thriller,Not Rated,93.0,0.2013333439826965,5.2
2002,Drama,Not Rated,104.0,0.1517207324504852,5.8
2005,Documentary,R,85.0,0.2888818383216858,5.4
2007,Comedy,R,101.0,0.1640609800815582,5.7
1971,Comedy,R,81.0,0.2457906305789947,5.2
1982,Thriller,PG,101.0,0.2867647409439087,5.9
1977,Crime,PG,113.0,0.0922132954001426,6.0
2002,Drama,PG,91.0,0.2437022626399994,6.5
1963,Romance,Not Rated,89.0,0.4324328601360321,5.0
1980,Drama,R,94.0,0.1486952453851699,4.8
2009,Crime,Not Rated,96.0,0.0951272547245025,4.2
2014,Documentary,Not Rated,90.0,0.1862297356128692,6.8
2014,Documentary,Not Rated,90.0,0.2226067185401916,5.3
2009,Drama,Not Rated,94.0,0.1380291283130645,6.5
1970,Crime,R,95.0,0.256153792142868,6.6
1978,Comedy,R,110.0,0.2191786617040634,6.0
1990,Comedy,R,93.0,0.2900558114051819,4.3
2011,Drama,Not Rated,83.0,0.1957361400127411,4.1
1972,Drama,R,108.0,0.2595275938510895,7.3
1958,Adventure,Approved,97.0,0.1650340110063552,6.3
1957,Romance,Not Rated,146.0,0.2258519530296325,8.3
1959,Crime,Not Rated,89.0,0.3876713216304779,5.8
1996,Drama,R,90.0,0.1482326686382293,2.9
2005,Crime,Not Rated,98.0,0.2805368304252624,7.6
2001,Drama,Not Rated,116.0,0.2040751427412033,7.3
1982,Comedy,R,100.0,0.243649274110794,6.1
2007,Comedy,Not Rated,106.0,0.2481980919837951,7.8
1999,Romance,R,90.0,0.1862244755029678,7.5
2013,Drama,Not Rated,83.0,0.1495822519063949,3.5
2015,Comedy,Not Rated,113.0,0.3039429783821106,6.7
2016,Romance,Not Rated,86.0,0.4742166996002197,7.7
1976,Romance,Not Rated,97.0,0.1270304322242736,6.5
1975,Drama,Not Rated,103.0,0.1195343136787414,6.9
1997,Crime,Not Rated,96.0,0.3462980687618255,7.2
1996,Documentary,Not Rated,63.0,0.2800739407539367,6.9
1974,Comedy,R,103.0,0.1486184895038604,7.5
2002,Drama,R,95.0,0.3080091476440429,6.0
2008,Comedy,R,87.0,0.1052584648132324,5.7
1991,Comedy,R,88.0,0.1318408548831939,3.8
2003,Documentary,Not Rated,80.0,0.2823747992515564,6.2
1973,Horror,R,88.0,0.1651572585105896,5.5
2006,Horror,Not Rated,75.0,0.222161591053009,4.6
2002,Horror,R,85.0,0.4279937446117401,2.4
2013,Romance,Not Rated,119.0,0.288784921169281,5.4
2015,Drama,Not Rated,102.0,0.2579512596130371,3.9
2015,Thriller,Not Rated,135.0,0.1981981992721557,4.5
1990,Horror,R,111.0,0.1622369140386581,4.8
2000,Comedy,R,95.0,0.18438421189785,6.8
2015,Horror,R,84.0,0.4754148721694946,5.8
1938,Comedy,Approved,82.0,0.1905588060617447,6.7
1979,Thriller,Not Rated,95.0,0.1549052000045776,5.0
1994,Drama,Not Rated,130.0,0.1779410243034362,7.7
1980,Adventure,PG,104.0,0.2537872791290283,5.2
1994,Thriller,Not Rated,87.0,0.0962126031517982,6.3
1989,Comedy,R,92.0,0.1984399855136871,4.8
2015,Drama,Not Rated,90.0,0.2730103135108948,8.2
1975,Crime,R,105.0,0.3331165909767151,6.5
2010,Drama,Not Rated,100.0,0.3080091476440429,4.6
2004,Romance,R,96.0,0.3064994215965271,4.9
2009,Crime,R,90.0,0.3346325755119324,6.3
1997,Crime,Not Rated,107.0,0.2501296103000641,6.6
2009,Drama,R,96.0,0.1969925016164779,5.9
1972,Crime,PG,98.0,0.3205088376998901,7.0
2015,Romance,PG-13,98.0,0.3608872294425964,5.7
2007,Drama,Not Rated,87.0,0.3080091476440429,5.3
1976,Crime,R,99.0,0.3554452657699585,6.3
2006,Documentary,R,83.0,0.0993016064167022,5.2
1961,Crime,Approved,80.0,0.3065387010574341,5.5
2011,Horror,Not Rated,92.0,0.2238541394472122,2.7
2004,Adventure,Not Rated,83.0,0.3861309289932251,5.3
2013,Documentary,Not Rated,75.0,0.2868791222572326,5.6
1955,Drama,Approved,112.0,0.1320575028657913,5.2
1997,Romance,R,92.0,0.1905384063720703,4.2
1974,Thriller,R,89.0,0.3101153373718261,6.1
2008,Romance,Not Rated,90.0,0.3067241311073303,3.2
1987,Drama,PG-13,92.0,0.1732327789068222,5.2
2016,Thriller,Not Rated,88.0,0.3462515473365783,5.8
2002,Drama,Not Rated,108.0,0.3080091476440429,7.3
1934,Documentary,Not Rated,76.0,0.4368441700935364,7.2
1990,Romance,R,107.0,0.3485155701637268,7.4
1970,Crime,R,108.0,0.2622874081134796,6.2
2005,Documentary,Not Rated,107.0,0.3679226040840149,5.4
2006,Drama,Not Rated,95.0,0.1127713620662689,7.3
1984,Horror,R,86.0,0.1288564801216125,3.7
2010,Documentary,Not Rated,123.0,0.1616202294826507,6.0
1964,Horror,Not Rated,60.0,0.1282923221588134,2.7
2015,Crime,R,105.0,0.2369464337825775,6.2
1944,Comedy,Approved,62.0,0.2829173803329468,5.9
1950,Crime,Approved,86.0,0.31807541847229,6.7
1988,Horror,Not Rated,71.0,0.2437201738357544,4.9
1985,Drama,R,97.0,0.1711859405040741,6.4
2014,Documentary,Not Rated,86.0,0.2039622962474823,4.3
1939,Horror,Approved,99.0,0.2163257151842117,7.1
2014,Drama,Not Rated,89.0,0.3080091476440429,7.6
1985,Comedy,R,92.0,0.1480429321527481,4.6
2002,Comedy,Not Rated,126.0,0.1323626488447189,7.8
2011,Documentary,Not Rated,120.0,0.401164174079895,5.6
1969,Comedy,R,71.0,0.1853359043598175,5.3
2010,Adventure,R,95.0,0.1851777136325836,5.7
1958,Comedy,Not Rated,94.0,0.0563456714153289,5.9
1970,Romance,Not Rated,100.0,0.2370493412017822,6.8
1990,Romance,Not Rated,87.0,0.1293089538812637,4.4
2015,Drama,Not Rated,113.0,0.2776509821414947,6.2
2016,Comedy,Not Rated,130.0,0.1131380647420883,8.4
1971,Drama,Not Rated,84.0,0.2844392359256744,6.7
1980,Thriller,R,88.0,0.1873600780963897,6.2
2014,Documentary,Not Rated,87.0,0.1805585771799087,3.8
2005,Drama,PG-13,105.0,0.1807987093925476,4.8
1947,Crime,Approved,73.0,0.3528885841369629,6.8
1995,Romance,R,100.0,0.3761706054210663,5.5
2015,Thriller,Not Rated,105.0,0.2456448227167129,7.0
2016,Documentary,Not Rated,90.0,0.2090925276279449,6.8
2011,Drama,Not Rated,95.0,0.3080091476440429,7.5
1975,Crime,R,106.0,0.445361465215683,6.4
1988,Comedy,R,96.0,0.4032587110996246,6.1
2012,Horror,Not Rated,119.0,0.2275267541408538,6.4
2012,Drama,Not Rated,73.0,0.3386087417602539,6.7
2012,Thriller,PG-13,119.0,0.1681178510189056,3.9
2012,Thriller,Not Rated,80.0,0.2668286561965942,4.0
2014,Horror,Not Rated,105.0,0.3613996505737304,5.1
1946,Crime,Not Rated,71.0,0.1614169031381607,6.3
2008,Drama,R,85.0,0.0896356403827667,4.4
2015,Comedy,Not Rated,116.0,0.2247944474220276,7.5
1987,Crime,R,96.0,0.2994414269924164,4.9
1995,Drama,R,90.0,0.2889609336853027,6.3
2013,Drama,Not Rated,102.0,0.2580691874027252,6.4
2006,Drama,R,100.0,0.1415186673402786,3.8
2015,Documentary,Not Rated,108.0,0.3178844451904297,4.4
2000,Documentary,R,90.0,0.3648495972156524,4.8
1999,Thriller,PG-13,91.0,0.3564029335975647,5.4
1994,Horror,R,92.0,0.1110916286706924,4.0
1939,Romance,Approved,86.0,0.2003806829452514,6.4
2008,Drama,PG,105.0,0.3103954195976257,7.3
2016,Crime,PG-13,92.0,0.5251054763793945,4.5
1968,Thriller,Not Rated,82.0,0.1864421069622039,4.5
2010,Documentary,Not Rated,47.0,0.1567063927650451,7.6
2011,Documentary,Not Rated,52.0,0.3749016225337982,6.2
2006,Horror,R,97.0,0.3039729297161102,5.3
2006,Drama,R,94.0,0.1482326686382293,7.2
2009,Documentary,R,90.0,0.2416392266750335,4.8
1958,Crime,Not Rated,74.0,0.2054096162319183,6.8
1948,Adventure,PG,111.0,0.1368395984172821,7.0
1978,Drama,R,107.0,0.1599971354007721,6.8
2011,Documentary,Not Rated,95.0,0.2618963122367859,7.5
2006,Drama,Not Rated,95.0,0.1287172734737396,7.2
1997,Crime,R,91.0,0.1839800328016281,4.8
1991,Drama,Not Rated,97.0,0.1721862852573394,8.0
2005,Drama,Not Rated,100.0,0.1389949768781662,6.0
1988,Comedy,PG,113.0,0.2167022377252578,4.6
2009,Romance,PG,118.0,0.5304956436157227,6.9
1973,Documentary,PG,90.0,0.299921452999115,8.0
2014,Documentary,Not Rated,96.0,0.2868791222572326,7.1
1956,Romance,Not Rated,98.0,0.2191721796989441,6.2
1983,Comedy,PG,109.0,0.1811325252056121,6.5
2007,Romance,R,110.0,0.319391131401062,6.2
2010,Documentary,Not Rated,74.0,0.2868791222572326,7.4
1986,Romance,R,105.0,0.3197424113750458,7.6
2009,Drama,Not Rated,90.0,0.1703066825866699,3.1
1954,Adventure,Not Rated,94.0,0.2085523009300232,6.6
1968,Drama,R,90.0,0.2669074535369873,5.4
2009,Drama,R,99.0,0.0827181711792945,6.5
1979,Drama,Not Rated,95.0,0.0163490623235702,7.8
1988,Comedy,R,97.0,0.2249358892440796,5.0
1996,Comedy,R,106.0,0.1320396065711975,7.0
1972,Crime,R,87.0,0.2991214990615845,5.3
1936,Comedy,Not Rated,96.0,0.2037515640258789,6.8
1976,Crime,Not Rated,97.0,0.2699851989746094,7.1
2016,Comedy,Not Rated,130.0,0.243649274110794,5.7
2000,Comedy,R,90.0,0.0800189524888992,5.5
2005,Documentary,Not Rated,90.0,0.2715835869312286,7.2
1998,Horror,R,98.0,0.2448174357414245,4.1
2012,Thriller,PG-13,95.0,0.340329647064209,6.4
2001,Drama,PG,97.0,0.1580849289894104,6.2
1937,Thriller,Approved,64.0,0.2855592370033264,5.9
2011,Crime,Not Rated,89.0,0.2997633516788482,3.3
1942,Crime,Not Rated,84.0,0.3577583730220794,7.3
2013,Drama,PG-13,103.0,0.2010082006454467,7.0
2010,Documentary,Not Rated,83.0,0.4225209355354309,7.5
1963,Comedy,Approved,103.0,0.2682870030403137,5.8
2001,Thriller,R,91.0,0.2364283204078674,4.7
2004,Documentary,Not Rated,88.0,0.6052029132843018,6.8
1991,Romance,PG-13,97.0,0.3091530501842499,5.0
1994,Drama,Not Rated,100.0,0.2210476100444793,5.4
2008,Documentary,R,114.0,0.209494262933731,5.4
1972,Horror,PG,75.0,0.1050690934062004,2.1
2008,Drama,Not Rated,112.0,0.1482326686382293,6.7
2006,Documentary,Not Rated,90.0,0.3152562379837036,4.8
1989,Romance,PG-13,102.0,0.1638837307691574,4.7
1992,Comedy,R,110.0,0.3039429783821106,6.2
2009,Drama,R,84.0,0.0477138757705688,6.1
2003,Drama,PG-13,85.0,0.2164475619792938,6.0
2005,Comedy,PG-13,90.0,0.0700361728668212,7.5
1983,Thriller,R,95.0,0.2063393592834472,6.9
1989,Adventure,R,95.0,0.2438303530216217,5.3
1985,Comedy,PG,87.0,0.1604388058185577,6.2
2006,Drama,R,129.0,0.2077916115522384,5.3
1964,Thriller,Not Rated,88.0,0.2694423794746399,7.1
1962,Drama,Not Rated,102.0,0.1135870441794395,6.9
1956,Drama,Not Rated,91.0,0.1335071623325348,6.8
1943,Thriller,Approved,114.0,0.0767800435423851,7.2
2005,Documentary,R,95.0,0.3826537132263183,5.4
1946,Crime,Approved,86.0,0.2718296647071838,7.2
2016,Documentary,Not Rated,84.0,0.2868791222572326,3.2
1985,Drama,R,89.0,0.3080091476440429,5.6
1941,Comedy,Approved,100.0,0.2154992669820785,6.4
1992,Comedy,R,90.0,0.2054777294397354,4.0
1990,Drama,PG-13,115.0,0.0583013668656349,6.0
2013,Documentary,Not Rated,88.0,0.4900790452957153,6.9
2009,Horror,Not Rated,85.0,0.2870429754257202,5.6
2009,Documentary,R,100.0,0.2868791222572326,5.2
1986,Thriller,R,93.0,0.2857379019260406,5.0
2003,Thriller,R,94.0,0.3680663704872131,6.1
1989,Thriller,R,89.0,0.3384777903556824,5.6
1987,Drama,Not Rated,100.0,0.1061268001794815,7.0
2012,Comedy,Not Rated,128.0,0.1418175548315048,6.5
1978,Romance,PG,119.0,0.4593889117240906,7.2
1951,Horror,Approved,81.0,0.173070803284645,6.3
2012,Comedy,R,90.0,0.2215958088636398,6.8
2004,Comedy,PG-13,90.0,0.2672410607337951,4.5
2013,Romance,Not Rated,132.0,0.3462677001953125,7.8
1940,Crime,Approved,95.0,0.2883630990982055,7.2
2008,Drama,PG,90.0,0.1693140119314193,3.7
1962,Adventure,Not Rated,89.0,0.1685966253280639,6.4
1968,Documentary,Not Rated,78.0,0.4048460721969604,8.0
2016,Documentary,Not Rated,93.0,0.1295609325170517,5.4
2004,Comedy,Not Rated,90.0,0.243649274110794,7.3
1974,Drama,R,118.0,0.1470409929752349,6.6
1989,Romance,Not Rated,93.0,0.2655411660671234,6.7
2010,Adventure,R,107.0,0.1991004943847656,6.5
2013,Crime,Not Rated,118.0,0.342112123966217,6.5
1987,Comedy,R,96.0,0.2578531503677368,4.1
1994,Drama,R,105.0,0.1092126220464706,5.7
2012,Documentary,R,107.0,0.2868791222572326,6.4
2008,Drama,R,82.0,0.1028529182076454,6.1
1960,Adventure,Not Rated,84.0,0.252322256565094,5.9
2015,Documentary,Not Rated,83.0,0.1150145083665847,5.5
1997,Drama,R,98.0,0.1520880162715912,3.9
2015,Horror,Not Rated,92.0,0.2063283324241638,5.3
2016,Comedy,PG,94.0,0.1280408501625061,4.0
1999,Crime,R,95.0,0.1597709357738495,4.1
1996,Drama,R,121.0,0.0595961585640907,6.7
2001,Drama,R,100.0,0.2208265662193298,4.6
1999,Adventure,Not Rated,97.0,0.3070565462112427,6.2
1958,Comedy,Approved,103.0,0.1967765092849731,6.6
2008,Comedy,Not Rated,92.0,0.2501157224178314,7.4
1980,Adventure,PG,91.0,0.049399334937334,5.6
1981,Drama,Not Rated,114.0,0.079378604888916,6.9
1984,Horror,Not Rated,90.0,0.2676832675933838,2.7
2013,Crime,Not Rated,83.0,0.3353080451488495,6.4
1982,Drama,PG,120.0,0.1578645855188369,6.6
2007,Drama,Not Rated,137.0,0.1755189597606659,6.2
1974,Romance,R,89.0,0.1113715022802352,6.6
2014,Crime,Not Rated,87.0,0.2453671097755432,6.6
2004,Thriller,Not Rated,96.0,0.1495322287082672,4.0
2003,Drama,R,95.0,0.3080091476440429,5.7
1953,Comedy,Not Rated,84.0,0.0539572909474372,7.0
2016,Drama,PG,90.0,0.3080091476440429,3.4
1991,Romance,Not Rated,144.0,0.2515532374382019,7.9
1935,Crime,Approved,61.0,0.2324119210243225,5.7
1959,Drama,Approved,72.0,0.297985702753067,6.4
1939,Romance,Approved,107.0,0.0913509801030159,6.6
2007,Drama,Not Rated,94.0,0.2948920726776123,6.7
2012,Drama,Not Rated,125.0,0.1213724911212921,5.7
1993,Romance,R,93.0,0.3414872288703918,5.5
1998,Horror,R,105.0,0.2889255881309509,3.8
2010,Comedy,PG-13,82.0,0.1600430011749267,6.3
2012,Comedy,Not Rated,115.0,0.3039429783821106,5.8
2004,Drama,PG,90.0,0.0068824589252471,7.3
2011,Documentary,R,91.0,0.2868791222572326,5.0
2010,Comedy,R,106.0,0.2253530174493789,6.9
1996,Drama,R,99.0,0.1582365036010742,4.6
2015,Comedy,Not Rated,85.0,0.243649274110794,3.5
2013,Thriller,R,82.0,0.3069464862346649,4.5
2013,Horror,R,110.0,0.2744732797145843,6.7
1997,Drama,PG,105.0,0.2716948390007019,6.9
2004,Comedy,R,101.0,0.3039429783821106,4.3
1956,Crime,Approved,80.0,0.2241227179765701,6.6
2015,Adventure,Not Rated,98.0,0.2389855682849884,6.2
2012,Romance,PG,90.0,0.2885172963142395,8.1
2013,Documentary,Not Rated,96.0,0.4794512987136841,3.4
1974,Adventure,PG,91.0,0.1771345734596252,5.6
1961,Romance,Approved,99.0,0.2648953795433044,6.8
2002,Romance,Not Rated,149.0,0.0397496372461319,5.0
2011,Comedy,Not Rated,90.0,0.243649274110794,3.5
2005,Documentary,PG-13,98.0,0.0636019110679626,8.0
1995,Drama,R,92.0,0.3130543231964111,6.7
2009,Drama,R,85.0,0.1147477030754089,4.7
1948,Drama,Approved,99.0,0.2453770488500595,6.1
2009,Drama,Not Rated,92.0,0.289061427116394,7.7
1973,Horror,R,87.0,0.1514064669609069,6.1
1986,Adventure,PG-13,76.0,0.3234508037567138,2.6
1961,Horror,Approved,83.0,0.2648970186710357,4.7
2009,Drama,R,81.0,0.1635329723358154,2.5
2016,Romance,Not Rated,84.0,0.4360982775688171,4.4
1980,Crime,PG,102.0,0.4090457558631897,6.7
1990,Crime,PG,101.0,0.2119950354099273,7.7
1994,Adventure,R,125.0,0.0956079363822937,5.8
1961,Comedy,Approved,89.0,0.187760055065155,5.9
2002,Comedy,PG,87.0,0.4090100824832916,3.8
1981,Adventure,R,85.0,0.1883604675531387,4.8
1959,Drama,Approved,112.0,0.1718213856220245,5.5
1981,Drama,Not Rated,98.0,0.3080091476440429,5.7
1973,Comedy,R,80.0,0.2924544215202331,5.1
1955,Drama,Not Rated,61.0,0.3397015035152435,3.9
2000,Romance,R,96.0,0.2283798456192016,5.1
2015,Crime,PG,89.0,0.3924601078033447,2.6
2015,Documentary,Not Rated,97.0,0.2868791222572326,3.3
1992,Comedy,Not Rated,69.0,0.2876332998275757,7.0
1973,Drama,PG,97.0,0.2154680490493774,6.0
2006,Drama,R,84.0,0.1568649113178253,2.4
1936,Drama,Not Rated,87.0,0.1969854235649109,7.7
1995,Adventure,R,125.0,0.1262352466583252,6.0
1961,Romance,Approved,112.0,0.1404128074645996,6.7
1986,Crime,PG-13,110.0,0.3097968697547912,5.9
1992,Drama,R,127.0,0.1627990901470184,7.4
1951,Comedy,Approved,81.0,0.1047492772340774,5.3
1997,Documentary,R,103.0,0.1980648785829544,6.5
1940,Adventure,Approved,79.0,0.1582309603691101,6.1
2009,Drama,Not Rated,113.0,0.3565015494823456,6.9
2015,Documentary,Not Rated,128.0,0.2868791222572326,7.0
1996,Crime,R,77.0,0.3325783610343933,3.8
1970,Comedy,R,94.0,0.1202645897865295,5.0
2007,Comedy,PG-13,128.0,0.3039429783821106,6.8
2014,Horror,Not Rated,76.0,0.2131647318601608,4.0
2003,Romance,Not Rated,88.0,0.3104577660560608,2.7
2008,Crime,R,113.0,0.3863558769226074,5.7
2007,Comedy,R,90.0,0.3881640434265136,4.2
1997,Drama,R,116.0,0.1118315011262893,7.5
1999,Comedy,R,74.0,0.3039429783821106,2.8
1974,Thriller,PG,88.0,0.1164999455213546,6.6
1953,Comedy,Not Rated,85.0,0.1525111943483352,6.6
1968,Comedy,R,90.0,0.2023704200983047,5.3
1955,Adventure,Not Rated,104.0,0.1069657504558563,7.3
1989,Comedy,PG,98.0,0.1178705170750618,6.8
1951,Drama,Not Rated,120.0,0.2189016342163086,6.7
1993,Thriller,R,95.0,0.1853404343128204,4.1
2001,Thriller,R,105.0,0.1556504517793655,5.5
2009,Romance,Not Rated,115.0,0.3691719770431518,7.5
1972,Drama,R,89.0,0.219583585858345,7.5
1997,Romance,PG,94.0,0.3286435306072235,4.8
2012,Documentary,Not Rated,110.0,0.3845579028129577,6.0
1973,Horror,PG,93.0,0.2238135784864425,5.1
1970,Crime,PG,94.0,0.2693201899528503,5.7
1958,Thriller,Approved,88.0,0.2365593612194061,6.7
1949,Comedy,Approved,94.0,0.0913507640361785,7.2
2007,Drama,Not Rated,111.0,0.19547139108181,4.8
2000,Comedy,R,95.0,0.3653009235858917,6.4
1960,Drama,Not Rated,101.0,0.2326202392578125,6.6
2004,Documentary,PG-13,97.0,0.0221198797225952,3.7
2009,Horror,R,101.0,0.2954826354980469,5.4
1946,Drama,Approved,100.0,0.2167391330003738,7.0
1968,Horror,R,121.0,0.2891022861003876,6.4
1963,Drama,Not Rated,103.0,0.1820324510335922,7.4
1985,Adventure,R,90.0,0.1203312501311302,6.5
1947,Crime,Not Rated,95.0,0.3625128865242004,7.1
1931,Romance,Approved,69.0,0.2857052087783813,6.5
2013,Thriller,Not Rated,75.0,0.1424314379692077,7.9
2013,Documentary,Not Rated,72.0,0.3540650010108948,2.1
2010,Drama,Not Rated,114.0,0.2195863127708435,6.4
1944,Romance,Approved,93.0,0.0365266129374504,6.7
2008,Comedy,PG-13,96.0,0.0705527812242508,7.0
1972,Horror,PG,91.0,0.2115185260772705,4.4
2012,Comedy,R,95.0,0.2930516600608825,5.2
1949,Comedy,Approved,88.0,0.0779478102922439,6.4
2013,Crime,PG,93.0,0.4422047734260559,6.8
1974,Crime,R,123.0,0.4286876916885376,7.0
1958,Crime,Approved,90.0,0.2015929818153381,5.8
1982,Documentary,Not Rated,95.0,0.4965240359306335,7.9
2015,Drama,Not Rated,76.0,0.2069149613380432,4.3
1984,Crime,R,107.0,0.2763879597187042,7.2
1976,Comedy,R,91.0,0.2147468030452728,6.9
1991,Documentary,PG-13,107.0,0.3228746652603149,6.5
2008,Romance,R,101.0,0.1749725043773651,6.3
1982,Drama,PG,107.0,0.213221400976181,6.1
1980,Drama,PG,123.0,0.194063127040863,6.6
1996,Adventure,PG,123.0,0.0705369561910629,5.6
1976,Drama,PG,102.0,0.1720856130123138,7.0
2001,Documentary,R,85.0,0.2226067185401916,5.2
1994,Comedy,PG,87.0,0.3405406177043915,4.3
2009,Thriller,Not Rated,88.0,0.3157911896705627,7.0
1967,Comedy,PG,94.0,0.1186128705739975,6.5
1988,Documentary,Not Rated,101.0,0.1774007380008697,7.1
1989,Drama,R,93.0,0.182015910744667,4.0
1993,Horror,PG,104.0,0.2021786570549011,7.0
2000,Drama,R,92.0,0.3136121034622192,5.7
1997,Comedy,R,82.0,0.243649274110794,2.6
1943,Crime,Approved,64.0,0.1935513019561767,6.0
1956,Horror,PG,104.0,0.2503467798233032,6.6
2011,Documentary,PG-13,89.0,0.2868791222572326,6.1
2016,Drama,Not Rated,110.0,0.1145837604999542,4.4
2012,Documentary,Not Rated,91.0,0.0859231203794479,6.1
1961,Drama,Approved,113.0,0.3358839750289917,7.2
2007,Documentary,Not Rated,143.0,0.2868791222572326,6.1
2016,Drama,PG-13,117.0,0.2622714042663574,3.5
2011,Thriller,Not Rated,85.0,0.5501794219017029,7.4
2004,Drama,Not Rated,58.0,0.3506775498390198,6.9
1999,Comedy,Not Rated,87.0,0.2233319133520126,6.5
2013,Horror,Not Rated,102.0,0.271431565284729,5.7
2008,Thriller,R,105.0,0.2858405113220215,6.6
2013,Comedy,Not Rated,75.0,0.2035939991474151,7.5
2014,Horror,R,93.0,0.2157274782657623,5.7
2012,Documentary,Not Rated,135.0,0.0081590805202722,6.8
1997,Documentary,R,89.0,0.1556234359741211,4.2
2012,Drama,Not Rated,85.0,0.1482326686382293,5.6
2016,Drama,PG,120.0,0.3080091476440429,5.4
1990,Comedy,PG,84.0,0.2442931830883026,4.4
2004,Romance,PG,93.0,0.2328288257122039,4.3
1975,Crime,PG,98.0,0.1912903785705566,5.8
2014,Drama,Not Rated,100.0,0.1768034547567367,3.4
1969,Romance,R,102.0,0.1837349832057953,6.4
2014,Drama,R,100.0,0.2663013935089111,4.7
1971,Adventure,Approved,106.0,0.1077776327729225,6.7
1946,Drama,Approved,73.0,0.2602545917034149,5.6
2012,Crime,Not Rated,78.0,0.3525060415267944,7.4
2005,Documentary,R,126.0,0.4559774398803711,6.3
1992,Comedy,R,114.0,0.2163163721561432,4.8
1993,Romance,PG-13,111.0,0.1595479100942611,5.0
1945,Comedy,Not Rated,101.0,0.1964572072029113,7.4
1971,Adventure,R,75.0,0.1043745577335357,4.1
1984,Horror,Not Rated,91.0,0.2080054134130478,3.5
1983,Crime,PG,107.0,0.2232615351676941,6.3
2008,Adventure,Not Rated,93.0,0.307559072971344,6.3
1950,Drama,Approved,105.0,0.2910553812980652,7.2
1997,Comedy,R,90.0,0.3039429783821106,5.3
1997,Drama,R,93.0,0.1398642361164093,4.6
1991,Drama,Not Rated,100.0,0.1832762211561203,5.9
1957,Drama,Not Rated,99.0,0.1577023863792419,6.7
1992,Drama,PG-13,104.0,0.1744615733623504,6.4
2003,Documentary,PG-13,105.0,0.2868791222572326,6.4
2005,Comedy,PG,93.0,0.243649274110794,4.2
1973,Crime,R,96.0,0.4797576069831848,4.9
2011,Crime,Not Rated,100.0,0.3183785080909729,6.1
1972,Drama,R,94.0,0.2891378402709961,4.0
1991,Drama,R,85.0,0.200856477022171,6.4
1978,Horror,R,68.0,0.2271527051925659,5.2
2011,Adventure,Not Rated,93.0,0.2032826095819473,6.1
1952,Crime,Not Rated,81.0,0.3027215898036957,5.9
2002,Comedy,PG-13,95.0,0.3486599326133728,7.1
2011,Documentary,R,100.0,0.261556327342987,4.3
1961,Adventure,Approved,126.0,0.1436557024717331,6.3
2012,Drama,R,116.0,0.1684091538190841,6.5
2011,Documentary,Not Rated,99.0,0.2460332810878753,5.1
2014,Horror,Not Rated,145.0,0.2754517197608948,8.1
2010,Comedy,R,70.0,0.1353679001331329,3.4
2010,Drama,R,84.0,0.1071105822920799,4.5
1987,Comedy,R,103.0,0.1026563793420791,5.0
1973,Thriller,R,76.0,0.19756481051445,4.6
1990,Comedy,Not Rated,126.0,0.3665191531181335,6.3
1998,Romance,Not Rated,105.0,0.3771244585514068,5.1
2007,Crime,Not Rated,62.0,0.3346325755119324,5.5
1957,Comedy,Approved,81.0,0.2156866639852523,6.3
2004,Drama,PG-13,121.0,0.1382704824209213,5.6
2004,Romance,R,95.0,0.1888573169708252,3.8
2009,Comedy,PG-13,107.0,0.243649274110794,6.6
1974,Crime,R,77.0,0.3225815296173095,5.2
