imdb_search,title,date,parental_advisor,duree,genre,imdb_note,metascore,vote,resume
"https://www.imdb.com/search/title/?title=La+Menace&release_date=2015-01-01,2022-12-31",The Threat (La Menace),2020,,11.0,"Short, Drama            ",,,,"Lucie is awake in the middle of the night by Alex. Outside, the threat gets closer and leads the couple to barricade. With his ear glued to the radio, Alex is on the lookout for the latest ...                "
"https://www.imdb.com/search/title/?title=LES+PASSAGERS+DE+LA+NUIT&release_date=2015-01-01,2022-12-31",Les passagers de la nuit,2022,Tous publics,111.0,Drama            ,7.1,72.0,431.0,"Left by her husband, Elisabeth finds herself alone, responsible for the day-to-day care of her two children. She picks up a job on a night-time radio show, where she meets Talulah, a youngster she decides to take under her wing."
"https://www.imdb.com/search/title/?title=JULIA&release_date=2015-01-01,2022-12-31",Julia,2022,TV-MA,,"Biography, Drama            ",8.3,,7289.0,"Inspired by Julia Child's extraordinary life and her show The French Chef, which essentially invented food television."
"https://www.imdb.com/search/title/?title=120+BATTEMENTS+PAR+MINUTE&release_date=2015-01-01,2022-12-31",BPM (Beats Per Minute),2017,Not Rated,143.0,Drama            ,7.4,84.0,15511.0,Members of the advocacy group ACT UP Paris demand action by the government and pharmaceutical companies to combat the AIDS epidemic in the early 1990s.
"https://www.imdb.com/search/title/?title=BITTER+FLOWERS&release_date=2015-01-01,2022-12-31",Bitter Flowers,2017,Tous publics,95.0,Drama            ,7.0,,151.0,"Lina, an ambitious young woman, leaves her husband and son in China to go to Paris to build a brighter future for them. But once there nothing happens as planned and she locks herself into a world of lies so as not to give up on her dream."
"https://www.imdb.com/search/title/?title=LOUE+MOI&release_date=2015-01-01,2022-12-31",Loue-moi!,2017,Tous publics,89.0,Comedy            ,5.1,,247.0,"Lea opens an agency where anybody can rent her to play the part the clients need: :a daughter, a girlfriend, a customer--you name it.."
"https://www.imdb.com/search/title/?title=les+liaisons+dangereuses&release_date=2015-01-01,2022-12-31",Dangerous Liaisons,2022,TV-MA,109.0,"Drama, Romance            ",3.9,,1238.0,"Book smart Célène falls for bad boy Tristan at her new Biarritz high school, unaware she's part of a cruel bet he's made with social media queen Vanessa."
"https://www.imdb.com/search/title/?title=La+Chambre+des+Merveilles&release_date=2015-01-01,2022-12-31",La chambre des merveilles,2017,,53.0,Documentary            ,,,,        
"https://www.imdb.com/search/title/?title=STARS+80+LA+SUITE&release_date=2015-01-01,2022-12-31","Stars 80, la suite",2017,Tous publics,112.0,"Comedy, Music            ",3.5,,212.0,"Vincent and Antoine, tired of the tours, decide to go on holiday with all the troop of Stars 80."
"https://www.imdb.com/search/title/?title=Le+Lyc%C3%A9en&release_date=2015-01-01,2022-12-31",Le lycéen,2022,,122.0,Drama            ,,,,"A 17-year-old high school student trying to get to grips with the new challenges posed by death, life, the city and ""the temptation of renouncement""."
"https://www.imdb.com/search/title/?title=DISCO+BOY&release_date=2015-01-01,2022-12-31", Cyberstars,2015,,,"Comedy, Family            ",,,,"The Host presents a game show, where contestants have to guess whether what the Host says is a ""Panic. at the Disco"" song, a ""Fall Out Boy"" song or just a random sentence."
"https://www.imdb.com/search/title/?title=JOHN+WICK+4&release_date=2015-01-01,2022-12-31", The Ketchup,2019,,,News            ,,,,        
"https://www.imdb.com/search/title/?title=LE+PARFUM+VERT&release_date=2015-01-01,2022-12-31",Le Parfum Vert,2022,,101.0,"Comedy, Thriller            ",5.1,,17.0,"An actor was poisoned and died on stage in the middle of a performance. Martin, a member of the troupe and friend of the victim, becomes a primary suspect while being chased by a mysterious organization named the Green Perfume."
"https://www.imdb.com/search/title/?title=MATZ&release_date=2015-01-01,2022-12-31","Matze, Kebab & Sauerkraut",2020,,89.0,Comedy            ,5.3,,47.0,        
"https://www.imdb.com/search/title/?title=LES+VOLETS+VERTS&release_date=2015-01-01,2022-12-31",Les volets verts,2022,,98.0,Drama            ,,,,"It describes the twilight of a sacred monster, Jules Maugin, an actor at the height of his glory. Under the famous personality, the big mouth, and the social shell, lies the intimate portrait of a man laid bare."
"https://www.imdb.com/search/title/?title=PASSAGES&release_date=2015-01-01,2022-12-31",The Passage,2019,TV-14,60.0,"Action, Adventure, Drama            ",7.2,,11692.0,"When a botched U.S. government experiment turns a group of death row inmates into highly infectious vampires, an orphan girl might be the only person able to stop the ensuing crisis."
"https://www.imdb.com/search/title/?title=ANNA+M.&release_date=2015-01-01,2022-12-31",Anna Maria: Mi m' aggizeis,2019,,5.0,"Short, Music            ",,,,        
"https://www.imdb.com/search/title/?title=Tout+le+monde+debout&release_date=2015-01-01,2022-12-31",Rolling to You,2018,TV-14,107.0,"Comedy, Romance            ",6.5,,4604.0,"Jocelyn is a successful businessman, selfish and misogynist. He tries to seduce a young pretty woman by pretending to be handicapped, till the day she presents him her sister in a wheelchair."
"https://www.imdb.com/search/title/?title=Les+Affam%C3%A9s&release_date=2015-01-01,2022-12-31",Ravenous,2017,TV-MA,104.0,"Action, Adventure, Drama            ",5.8,,9296.0,"In a small, remote village in northern Quebec, things have changed. Locals are not the same anymore - their bodies are breaking down and they have turned against their loved ones. A handful of survivors goes hiding in the woods, looking for others like them."
"https://www.imdb.com/search/title/?title=LOVE+ADDICT&release_date=2015-01-01,2022-12-31",Addiction: A 60's Love Story,2015,Not Rated,90.0,"Biography, Crime, Drama            ",4.5,,169.0,"NYC, 1968 Max Bornstein had the wit, looks and charm. He was untouchable... Yet typical troubles were the least of Max's worries: He was a full-time dope fiend and a part-time father working within the highly illegal porn industry."
"https://www.imdb.com/search/title/?title=GUY&release_date=2015-01-01,2022-12-31",The Bad Guys,2022,PG,100.0,"Animation, Adventure, Comedy            ",6.8,64.0,30289.0,"To avoid prison, a gang of notorious animal criminals pretend to seek being rehabilitated, only for their leader to secretly find that he genuinely wants to change his ways."
"https://www.imdb.com/search/title/?title=Plaire...&release_date=2015-01-01,2022-12-31",Sorry Angel,2018,Not Rated,132.0,"Comedy, Drama, Romance            ",6.8,73.0,3614.0,Jacques is an older writer from Paris. Arthur is a young student in Rennes. They instantly fall in love. But they'll have to face rejection and sickness to keep it that way.
"https://www.imdb.com/search/title/?title=Eiffel+i%27m+in+love+2&release_date=2015-01-01,2022-12-31",Eiffel I'm in Love 2,2018,TV-14,117.0,"Comedy, Drama, Romance            ",6.3,,398.0,"14 years passed. Tita who was a freshman in high school has become an adult woman. For 14 years also, Tita and Adit live long-distance relationship. Tita starts to worry because Adit did not propose her, while her friends were married."
"https://www.imdb.com/search/title/?title=MRS+MILLS&release_date=2015-01-01,2022-12-31",Mrs Mills,2018,Tous publics,88.0,Comedy            ,3.9,,416.0,A workaholic obsessed with books has a new neighbor: a crook dressed up as an eccentric American woman.
"https://www.imdb.com/search/title/?title=Mes+provinciales&release_date=2015-01-01,2022-12-31",A Paris Education,2018,Tous publics,137.0,Drama            ,6.4,53.0,651.0,"Etienne comes to Paris from Lyon to study cinema, meets many new friends and falls under the thrall of the mysterious Mathias."
"https://www.imdb.com/search/title/?title=DES+LUNETTES+NOIRES&release_date=2015-01-01,2022-12-31",The Future Is So Bright (I Gotta Wear Shades),2016,,34.0,Short            ,,,,"Rocker Dick Traverse is a tour manager based in France. Washed out by a sterile existence, Dick is about to call it quits. His next tour with an obscure Norwegian pagan metal band will be ...                "
"https://www.imdb.com/search/title/?title=AMANDA&release_date=2015-01-01,2022-12-31",Amanda Knox,2016,TV-MA,92.0,"Documentary, Crime            ",6.9,78.0,24618.0,American exchange student 
"https://www.imdb.com/search/title/?title=L%27Enkas&release_date=2015-01-01,2022-12-31",The Truk,2018,Tous publics,85.0,Drama            ,5.8,,139.0,"Fresh out of jail, Ulysse has only one idea in mind: making money. Confronted by his depressed mother, Gabrielle, the bills that never stop piling up and his desire to live his life to the ...                "
"https://www.imdb.com/search/title/?title=L%27Enfant+Roi&release_date=2015-01-01,2022-12-31",L'enfant roi,2017,,,Documentary            ,,,,        
"https://www.imdb.com/search/title/?title=LE+MYSTERE+HENRI+PICK&release_date=2015-01-01,2022-12-31",The Mystery of Henri Pick,2019,Not Rated,100.0,"Comedy, Drama, Mystery            ",6.7,,4136.0,"An editor discovers a novel that she considers to be a masterpiece, in a library whose particularity is to collect the manuscripts refused by the publishers. The text is signed Henri Pick, a Breton pizza maker who died two years earlier."
"https://www.imdb.com/search/title/?title=LA+LUTTE+DES+CLASSES&release_date=2015-01-01,2022-12-31",Battle of the Classes,2019,Tous publics,103.0,"Comedy, Drama, Family            ",5.9,,1109.0,"Children don't care about differences in social class, skin color, or religion, so why does Paul and Sofia's 9-year-old son Corentin only have friends like him? And what happens when all of his friends leave for a Parisian private school?"
"https://www.imdb.com/search/title/?title=MON+INCONNUE&release_date=2015-01-01,2022-12-31",Love at Second Sight,2019,Tous publics,117.0,"Comedy, Drama, Fantasy            ",6.9,,4792.0,"A man tries to make his wife fall in love with him again, after waking up in an alternate reality where she never knew him."
"https://www.imdb.com/search/title/?title=QUAND+ON+CRIE+AU+LOUP&release_date=2015-01-01,2022-12-31",Quand on crie au loup,2019,Tous publics,83.0,"Comedy, Family            ",3.7,,121.0,"Twelve-year-old Victor has an overactive imagination, and the neighbors are fed up. After years of false alarms, nobody believes Victor when real burglars break into his building, so he decides to take matters into his own hands."
"https://www.imdb.com/search/title/?title=L%27Origine+du+Monde&release_date=2015-01-01,2022-12-31",Dear Mother,2020,TV-MA,98.0,Comedy            ,5.8,,1480.0,"One day, Jean-Louis discovers that his heart has stopped. He is not dead, can walk and talk, but his heart is no longer beating. With the help of his wife and a friend, he tries to understand the origin of this mystery."
"https://www.imdb.com/search/title/?title=30+Jours+Max&release_date=2015-01-01,2022-12-31",30 jours max,2020,Tous publics,87.0,"Action, Comedy, Crime            ",5.2,,1198.0,"Rayane, a clumsy cop, finds that he only has 30 days left. He uses this time to try to become the hero of his police station."
"https://www.imdb.com/search/title/?title=ANAK+GARUDA&release_date=2015-01-01,2022-12-31",The Garuda Kids,2020,TV-14,129.0,"Adventure, Drama            ",8.6,,50.0,"Good Morning Indonesia, a school for poor orphans, invites seven children to become a team. But, jealousy and envy started because of the hidden love between them. They are sent to Europe without accompany, and the conflicts are exploded."
"https://www.imdb.com/search/title/?title=Gott+du+kannst+ein+Arsch+sein&release_date=2015-01-01,2022-12-31","God, You're Such a Prick",2020,Tous publics,98.0,"Comedy, Drama, Romance            ",5.6,,452.0,"16-year-old Steffi is planning a school trip to Paris and her first sex with Fabian when she is diagnosed with terminal cancer. She defies parental advice and escapes with Steve, a frustrated circus acrobat, to enjoy the time she has left."
"https://www.imdb.com/search/title/?title=AU+REVOIR+LA+HAUT&release_date=2015-01-01,2022-12-31",See You Up There,2017,TV-MA,117.0,"Comedy, Crime, Drama            ",7.4,,9711.0,"In November 1919, two soldiers--a disfigured but brilliant artist and an ex-accountant--start a memorial con. But in Roaring Twenties France, their adventures soon turn dangerous."
"https://www.imdb.com/search/title/?title=RAID+DINGUE&release_date=2015-01-01,2022-12-31",R.A.I.D. Special Unit,2016,Not Rated,105.0,"Action, Comedy, Romance            ",5.5,,4020.0,A clumsy girl dreams about joining to an elite special forces team.
"https://www.imdb.com/search/title/?title=FREED&release_date=2015-01-01,2022-12-31",Fifty Shades Freed,2018,R,105.0,"Drama, Romance, Thriller            ",4.5,31.0,65446.0,"Anastasia and Christian get married, but Jack Hyde continues to threaten their relationship."
"https://www.imdb.com/search/title/?title=L%27%C3%89TREINTE&release_date=2015-01-01,2022-12-31",Margaux Hartmann,2020,Tous publics,100.0,Drama            ,5.5,,168.0,"Recently widowed Margaux moves in with her sister. Looking to turn a page, she re-enrolls at university and becomes interested in new pursuits. At the same time, dark compulsions begin to arise."
"https://www.imdb.com/search/title/?title=KOTO&release_date=2015-01-01,2022-12-31","Banished from the Hero's Party, I Decided to Live a Quiet Life in the Countryside",2021,TV-14,25.0,"Animation, Adventure, Fantasy            ",6.7,,854.0,"Red was once a member of the Hero's party, a powerful group destined to save the world from the evil forces of Taraxon, the Raging Demon Lord. That is, until one of his comrades kicked him ...                "
"https://www.imdb.com/search/title/?title=LA+FILLE+DE+BREST&release_date=2015-01-01,2022-12-31",150 Milligrams,2016,Tous publics,128.0,"Biography, Drama            ",6.6,,1372.0,"Dr. Irène Frachon from Brest discovers, that Mediator pills cause heart valve problems/deaths. In 2009, she starts an uphill battle against the producer and the French health authorities."
"https://www.imdb.com/search/title/?title=L%27ASCENSION&release_date=2015-01-01,2022-12-31",The Climb,2017,Not Rated,103.0,"Comedy, Drama, Romance            ",6.9,,7582.0,A young man from the suburbs with no mountaineering experience decides to climb Mt Everest to show a woman he'd do anything for her.
"https://www.imdb.com/search/title/?title=DIANE+A+LES+EPAULES&release_date=2015-01-01,2022-12-31",Diane Has the Right Shape,2017,Not Rated,87.0,"Comedy, Drama            ",6.2,,373.0,"Diane doesn't hesitate for a moment when her best friends, Thomas and Jacques, ask her to be their surrogate mother. It is in these less than perfect circumstances that she suddenly becomes infatuated with her electrician, Fabrizio."
"https://www.imdb.com/search/title/?title=GANGSTERDAM&release_date=2015-01-01,2022-12-31",Gangsterdam,2017,Tous publics avec avertissement,100.0,"Action, Adventure, Comedy            ",4.4,,827.0,"A student in Amsterdam tries to win over a young woman by chasing after a packet of drugs, which happens to belong to the Dutch mafia."
"https://www.imdb.com/search/title/?title=ROBUSTE&release_date=2015-01-01,2022-12-31",Robust,2021,Tous publics,95.0,Comedy            ,6.1,,133.0,An aging and disenchanted film star gets a new assistant in the form of a young female security officer.
"https://www.imdb.com/search/title/?title=LA+FETE+EST+FINIE&release_date=2015-01-01,2022-12-31",The Party's Over,2017,Tous publics,93.0,Drama            ,6.5,,266.0,The incredible bond between two addicts who form a friendship beyond the walls of their detox center.
"https://www.imdb.com/search/title/?title=L%27UN+DANS+L%27AUTRE&release_date=2015-01-01,2022-12-31",In and Out,2017,Tous publics,85.0,Comedy            ,5.3,,759.0,"Two couples are friends, but the woman in the couple getting married for adoption purpose has an affair with the man in the married couple with two kids. They magically switch bodies and must switch lives as well."
"https://www.imdb.com/search/title/?title=MES+TR%C3%88S+CHERS+ENFANTS&release_date=2015-01-01,2022-12-31",Price of Parenting,2021,Tous publics,95.0,Comedy            ,5.3,,227.0,Parents with empty nest syndrome find a clever way to make their kids stay interested: winning the lottery.
"https://www.imdb.com/search/title/?title=LES+FEMMES+DU+SQUARE&release_date=2015-01-01,2022-12-31",Les Femmes du Square,2022,,,Comedy            ,,,,"Follows Angèle, a young undocumented woman in her thirties who lives on the outskirts of Paris."
"https://www.imdb.com/search/title/?title=Vous+n%27aurez+pas+ma+haine&release_date=2015-01-01,2022-12-31",You Will Not Have My Hate,2022,,102.0,Drama            ,,,,"The story of Antoine Leiris, who lost his beloved wife Hélène in the terrorist attack on the Paris ""Bataclan"". In a moving Facebook post, he counters the assassins' hatred with his love for...                "
"https://www.imdb.com/search/title/?title=RODIN&release_date=2015-01-01,2022-12-31",Rodin,2017,Not Rated,119.0,"Biography, Drama, Romance            ",5.0,39.0,1319.0,An account of the famous French sculptor's romance with Camille Claudel.
"https://www.imdb.com/search/title/?title=DALIDA&release_date=2015-01-01,2022-12-31",Dalida,2016,PG,127.0,"Biography, Drama, Music            ",6.9,,3240.0,The story of the Egyptian-Italian singer Dalia and her story against life and how she dealt with her problems while she was the most consecrated artist in the history of France.
"https://www.imdb.com/search/title/?title=Avant+l%27effondrement&release_date=2015-01-01,2022-12-31",Before the Collapse of Mont Blanc,2020,,16.0,"Documentary, Short            ",6.2,,5.0,"""Mountains are falling, and there's nothing we can do about it. (...) If Mount Blanc falls, it also rises."""
"https://www.imdb.com/search/title/?title=13/11&release_date=2015-01-01,2022-12-31",11-12-13 Rak Kan Ja Tai,2016,,,"Comedy, Horror            ",5.5,,124.0,3 Scary stories Occurred during Songkran.
"https://www.imdb.com/search/title/?title=Les+Volets+Verts&release_date=2015-01-01,2022-12-31",Les volets verts,2022,,98.0,Drama            ,,,,"It describes the twilight of a sacred monster, Jules Maugin, an actor at the height of his glory. Under the famous personality, the big mouth, and the social shell, lies the intimate portrait of a man laid bare."
"https://www.imdb.com/search/title/?title=A+MON+SEUL+D%C3%89SIR&release_date=2015-01-01,2022-12-31","Bebia, à mon seul désir",2021,,113.0,Drama            ,6.7,,85.0,"A young model returns to the Georgian countryside, where a confrontation with her past offers hope for the future."
"https://www.imdb.com/search/title/?title=Les+Cyclades&release_date=2015-01-01,2022-12-31",Les cyclades,2022,,110.0,Comedy            ,,,,"It tells the story of Blandine and Magalie who were once inseparable. As their paths cross again, they decide to take the trip together that they have always dreamed of."
"https://www.imdb.com/search/title/?title=REVOIR+PARIS&release_date=2015-01-01,2022-12-31",Revoir Paris,2022,,105.0,Drama            ,6.2,65.0,36.0,"Three months after surviving a terrorist attack in a bistro, Mia is still traumatized and unable to recall the events of that night. In an effort to move forward, she investigates her memories and retraces her steps."
"https://www.imdb.com/search/title/?title=ANTI-SQUAT&release_date=2015-01-01,2022-12-31", Final Straw Radio: A Weekly Anarchist Show,2016,,,,,,,        
"https://www.imdb.com/search/title/?title=LE+TRESOR+DU+PETIT+NICOLAS&release_date=2015-01-01,2022-12-31",Little Nicholas' Treasure,2021,Tous publics,103.0,"Comedy, Family            ",5.8,,175.0,"What Nicholas (9) loves most is playing with his gang of middle school pals, The Invincibles. Adorable, yet mischievous, they have all sorts of adventures together and life could not be ...                "
"https://www.imdb.com/search/title/?title=Be+You&release_date=2015-01-01,2022-12-31",You Won't Be Alone,2022,R,108.0,"Drama, Horror            ",6.4,79.0,4537.0,"In an isolated mountain village in 19th century Macedonia, a young girl is kidnapped and then transformed into a witch by an ancient spirit."
"https://www.imdb.com/search/title/?title=Tralala&release_date=2015-01-01,2022-12-31",Tralala,2021,Tous publics,120.0,Musical            ,6.0,,292.0,"A 48-year-old singer/songwriter in search of the Virgin Mary takes on a new identity as guitarist Pat, who has disappeared."
"https://www.imdb.com/search/title/?title=Supr%C3%AAmes&release_date=2015-01-01,2022-12-31",Supreme Team,2022,,180.0,"Documentary, Crime            ",7.5,,94.0,"A three-part limited docuseries that takes an in-depth look at the notorious Queens, New York gang, and tells the real story from the mouths of its two leaders and family members, Kenneth ""Supreme"" McGriff and Gerald ""Prince'' Miller."
"https://www.imdb.com/search/title/?title=BANLIEUSARDS&release_date=2015-01-01,2022-12-31",Street Flow,2019,TV-MA,96.0,Crime            ,6.4,,1535.0,Three brothers try to survive on the streets of a tough French suburb.
"https://www.imdb.com/search/title/?title=LES+FANTOMES+D%27ISMAEL&release_date=2015-01-01,2022-12-31",Ismael's Ghosts,2017,R,114.0,"Drama, Romance, Thriller            ",5.5,65.0,2553.0,The story follows a filmmaker (Mathieu Amalric) whose life is sent into a tailspin by the return of a former lover (Marion Cotillard as Carlotta) just as he is about to embark on the shoot of a new film.
"https://www.imdb.com/search/title/?title=UNE+VIE+VIOLENTE&release_date=2015-01-01,2022-12-31",A Violent Life,2017,Tous publics,107.0,"Drama, Thriller            ",6.0,,406.0,"Despite the death threat hanging on his head, Stéphane decides to return to Corsica to attend the funeral of his best friend and comrade in arms, Christophe, murdered the day before."
"https://www.imdb.com/search/title/?title=Entre+les+Vagues&release_date=2015-01-01,2022-12-31",The Braves,2021,,99.0,Drama            ,6.7,,110.0,Two young and carefree aspiring actresses chase their theater dreams in the streets of Paris until sudden hardship threatens their plans and tests their sisterhood.
"https://www.imdb.com/search/title/?title=EMBRASSE+MOI&release_date=2015-01-01,2022-12-31",Kiss Me!,2017,Tous publics,86.0,"Comedy, Romance            ",4.8,,263.0,"Claude falls in love with Cécile. She is convinced that she is the woman of her life unlike her mother who knows the tumultuous sentimental life of her daughter. While they are in couple, ...                "
"https://www.imdb.com/search/title/?title=OVERDRIVE&release_date=2015-01-01,2022-12-31",Overdrive,2017,PG-13,93.0,"Action, Adventure, Crime            ",5.3,,14859.0,"Two car thief brothers, who journey to the south of France for new opportunities, wind up in the cross hairs of the local crime boss."
"https://www.imdb.com/search/title/?title=CHACUN+CHEZ+SOI+%21&release_date=2015-01-01,2022-12-31",Chacun chez soi,2020,Tous publics,83.0,Comedy            ,4.6,,243.0,        
"https://www.imdb.com/search/title/?title=BOUTCHOU&release_date=2015-01-01,2022-12-31",Boutchou,2020,Tous publics,78.0,Comedy            ,4.2,,160.0,"In this hilarious comedy, after a happy young couple have just welcomed their first child, the four new grandparents start vying for exclusive control of the baby in a rivalry that spirals out of control."
"https://www.imdb.com/search/title/?title=De+l%27or+pour+les+chiens&release_date=2015-01-01,2022-12-31",Gold for Dogs,2020,Tous publics,99.0,Drama            ,5.6,,202.0,Esther follows her crush from the south of France to Paris at summer's end.
"https://www.imdb.com/search/title/?title=L%27angle+Mort&release_date=2015-01-01,2022-12-31",Blind Spot,2019,Tous publics,104.0,Drama            ,5.7,,289.0,"Dominick Brassan has the power to turn invisible, but he keeps it a shameful secret. Then, when his ability to control his gift gets out of hand, his life, friendships and relationships will be forever turned inside out."
"https://www.imdb.com/search/title/?title=Notre+dame&release_date=2015-01-01,2022-12-31",Notre Dame on Fire,2022,Tous publics,110.0,"Biography, Drama, Thriller            ",6.5,64.0,778.0,A film relating from the inside the Notre-Dame de Paris fire of April 2019.
"https://www.imdb.com/search/title/?title=La+nuit+venue&release_date=2015-01-01,2022-12-31",Night Ride,2019,Tous publics,95.0,Drama            ,6.4,,391.0,"One night, Naomie, a stripper and bewitching call girl, gets into Jin's cab. Intrigued by Jin's muteness, she asks him to become her official taxi. As the nights go by, a beautiful but dangerous love story develops between them."
"https://www.imdb.com/search/title/?title=Comment+je+suis+devenu+Super+H%C3%A9ros&release_date=2015-01-01,2022-12-31",How I Became a Super Hero,2020,TV-MA,97.0,"Action, Adventure, Comedy            ",5.8,,5246.0,"While superheroes have assimilated into Parisian society, a new drug gives super powers to mere mortals."
"https://www.imdb.com/search/title/?title=La+Daronne&release_date=2015-01-01,2022-12-31",Mama Weed,2020,Tous publics,104.0,"Comedy, Crime, Drama            ",6.2,58.0,2827.0,A translator working for the police gets involved in the other side of drug dealing.
"https://www.imdb.com/search/title/?title=Le+Doudou&release_date=2015-01-01,2022-12-31",Looking for Teddy,2018,Tous publics,82.0,Comedy            ,5.3,,699.0,A father enlists the help of an airport employee on a quest to find his daughter's teddy.
"https://www.imdb.com/search/title/?title=Jean-Fran%C3%A7ois&release_date=2015-01-01,2022-12-31",Jean-François and the Meaning of Life,2018,,85.0,Comedy            ,6.2,,129.0,"A twelve-year-old existentialist kid runs away from home to meet his favorite philosopher, Albert Camus, not knowing he has been dead for fifty years. On his way he finds love and rejection for the first time in his life."
"https://www.imdb.com/search/title/?title=BELLEVILLE%27S+COP&release_date=2015-01-01,2022-12-31",Belleville Cop,2018,Tous publics,111.0,"Comedy, Crime            ",4.9,,2336.0,"When a childhood friend from Miami gets killed after he comes to warn of encroaching drug gangs, Baaba moves to Miami and teams up with a local officer to bring down the criminals."
"https://www.imdb.com/search/title/?title=Les+Estivants&release_date=2015-01-01,2022-12-31",The Summer House,2018,Tous publics,127.0,"Comedy, Drama            ",5.3,,552.0,A woman has to deal with a recent breakup and the challenge of writing her next film while she's on vacation with her eccentric family in a villa on the French Riviera.
"https://www.imdb.com/search/title/?title=Ru+Ying+Sui+Xin&release_date=2015-01-01,2022-12-31",Lost in Love,2019,,96.0,Drama            ,4.9,,25.0,"This film tells of the romance between a talented violinist and interior designer. The pair get married almost immediately after meeting each other, though they soon find out that a passionate romance isn't enough to keep a marriage going."
"https://www.imdb.com/search/title/?title=CURIOSA&release_date=2015-01-01,2022-12-31",Curiosa,2019,Tous publics avec avertissement,107.0,"Biography, Drama, History            ",5.4,,2350.0,"A passionate love story set against a backdrop of sexual freedom, loosely based on the relationship between 19th-century authors Pierre Louÿs and Marie de Régnier."
"https://www.imdb.com/search/title/?title=E-book&release_date=2015-01-01,2022-12-31",E!'s Look Book,2017,,,Reality-TV            ,,,,"Nobody can slay a red carpet or nail flawless street style like a Kardashian (or Jenner) can. As Keeping Up With the Kardashians reaches it's 10 Year Anniversary, we're looking back at the ...                "
"https://www.imdb.com/search/title/?title=SUN&release_date=2015-01-01,2022-12-31",Descendants of the Sun,2016,TV-14,60.0,"Action, Comedy, Drama            ",8.3,,15545.0,This drama tells of the love story that develops between a surgeon and a special forces officer.
"https://www.imdb.com/search/title/?title=L%27AMOUR+EST+UNE+F%C3%8ATE&release_date=2015-01-01,2022-12-31",Paris Pigalle,2018,12,118.0,Comedy            ,5.2,,641.0,Two cops infiltrate the porn scene in the early 80's .
"https://www.imdb.com/search/title/?title=Une+jeunesse+dor%C3%A9e&release_date=2015-01-01,2022-12-31",Golden Youth,2019,Tous publics avec avertissement,118.0,Drama            ,4.8,,348.0,"Rose, a 16-year-old girl who was abandoned by her parents and taken in by social services, and her fiancé, 22-year-old Michel, are enjoying their first great and innocent love affair in ...                "
"https://www.imdb.com/search/title/?title=LES+VIEUX+FOURNEAUX&release_date=2015-01-01,2022-12-31",Tricky Old Dogs,2018,TV-14,89.0,"Comedy, Drama            ",6.0,,729.0,Three elderly men who have been friends since the 1960s bond over their lifetime of experiences together despite their differences.
"https://www.imdb.com/search/title/?title=MAYA&release_date=2015-01-01,2022-12-31",Maya and the Three,2021,TV-Y7,30.0,"Animation, Action, Adventure            ",8.1,,3833.0,A Mesoamerican warrior princess embarks on a quest to recruit three legendary fighters to help save the world of gods and humankind.
"https://www.imdb.com/search/title/?title=VILLA+CAPRICE&release_date=2015-01-01,2022-12-31",Villa Caprice,2020,Tous publics,103.0,Drama            ,5.8,,237.0,"Famous lawyer, Luc Germon adds Gilles Fontaine, one of the most powerful bosses in France, to his clients. He is suspected of having acquired a magnificent property, Villa Caprice, under questionable conditions."
"https://www.imdb.com/search/title/?title=SOUS+LE+MEME+TOIT&release_date=2015-01-01,2022-12-31",Sous le même toit,2017,Tous publics,97.0,"Comedy, Family            ",5.2,,1053.0,"Delphine and Yvan divorce. While his financial situation does not allow him to find a home, Yvan remembers that he owns 20% of his ex-wife's house. He then returned to live with Delphine--...                "
"https://www.imdb.com/search/title/?title=FLEUVE+NOIR&release_date=2015-01-01,2022-12-31",Black Tide,2018,Not Rated,113.0,"Crime, Drama, Mystery            ",6.3,,3248.0,The disappearance of a boy sends an alcoholic cop on the track of a suspicious teacher while falling for the grieving mother.
"https://www.imdb.com/search/title/?title=NOTRE+DAME+BRULE&release_date=2015-01-01,2022-12-31",Notre Dame on Fire,2022,Tous publics,110.0,"Biography, Drama, Thriller            ",6.5,64.0,779.0,A film relating from the inside the Notre-Dame de Paris fire of April 2019.
"https://www.imdb.com/search/title/?title=BATTLE+2&release_date=2015-01-01,2022-12-31",Battle of Defense 2,2020,,100.0,Action            ,6.6,,10.0,This story is adapted from real events about a defending team of an African bodyguard company who encountered armed bandits slaughtering civilians.
"https://www.imdb.com/search/title/?title=Un+Beau+matin&release_date=2015-01-01,2022-12-31",One Fine Morning,2022,,112.0,"Drama, Romance            ",6.8,84.0,104.0,"With a father suffering from neurodegenerative disease, a young woman lives with her eight-year-old daughter. While stuggling to secure a decent nursing home, she runs into a friend who although being in a relationship, embarks an affair."
"https://www.imdb.com/search/title/?title=HEINRICH+VOGELER&release_date=2015-01-01,2022-12-31",Heinrich Vogeler - Aus dem Leben eines Träumers,2022,,94.0,Documentary            ,6.5,,11.0,1905: Heinrich Vogeler is celebrated as the star of German Jugendstil. But self-doubt increasingly torments him. In search of new inspirations he moves to the First World War and returns as a changed man.
"https://www.imdb.com/search/title/?title=Rue+des+dames&release_date=2015-01-01,2022-12-31",Rue des dames,2022,,,"Comedy, Drama            ",,,,"Mia, a 25 year old nail salon employee is now pregnant but will soon be kicked out of her apartment. To make ends meet, she offers her salon clients paying ""tickets"" to parties attended by famous footballers."
"https://www.imdb.com/search/title/?title=SOLEIL+NUIT+SOLEIL&release_date=2015-01-01,2022-12-31",Le Soleil des Nuits Blanches,2018,,,"Short, Drama            ",,,,        
